Member_number,Date,itemDescription,Price
4305,24-07-2015,newspapers,4.71
2416,15-02-2015,bags,1.20
3124,09-04-2015,rolls/buns,1.00
1422,31-05-2015,rolls/buns,1.00
2101,07-01-2015,chocolate,1.80
2876,30-10-2015,fruit/vegetable juice,2.00
2684,11-01-2015,salt,2.98
2377,16-04-2015,mustard,4.36
2394,17-02-2015,meat spreads,3.85
4320,13-01-2015,butter,1.88
1009,05-10-2015,newspapers,4.71
1460,13-01-2015,napkins,1.50
1821,20-04-2015,misc. beverages,3.47
3182,15-10-2015,pastry,4.81
1526,26-11-2015,yogurt,1.80
2070,16-07-2015,soda,1.99
2534,18-05-2015,soda,1.99
3794,28-04-2015,soda,1.99
1405,28-02-2015,artif. sweetener,3.80
4544,07-01-2015,ketchup,1.43
2494,10-06-2015,yogurt,1.80
3322,02-02-2015,specialty bar,3.47
3655,16-02-2015,brown bread,2.45
2918,08-04-2015,napkins,1.50
2584,31-03-2015,shopping bags,0.50
2212,16-04-2015,salt,2.98
3176,01-08-2015,margarine,1.30
4564,13-06-2015,white bread,1.90
4556,17-08-2015,long life bakery product,1.50
4573,10-10-2015,margarine,1.30
2781,10-04-2015,chocolate,1.80
3316,03-01-2015,abrasive cleaner,1.76
1827,02-05-2015,cat food,3.99
4889,03-02-2015,bottled water,3.73
3548,01-06-2015,instant coffee,1.38
2736,17-07-2015,curd,1.24
4927,19-10-2015,whole milk,1.20
3214,22-12-2015,frozen meals,2.18
3275,18-06-2015,sugar,1.95
2909,08-05-2015,female sanitary products,4.41
4226,06-12-2015,frozen meals,2.18
1622,11-03-2015,soda,1.99
1395,12-10-2015,newspapers,4.71
2938,06-06-2015,whipped/sour cream,1.49
3674,13-08-2015,bottled water,3.73
2063,08-11-2015,sugar,1.95
4214,07-10-2015,rolls/buns,1.00
3042,16-01-2015,curd cheese,3.55
3877,17-09-2015,detergent,4.13
2168,25-11-2015,waffles,2.24
1503,12-05-2015,dishes,6.99
2769,23-04-2015,root vegetables,2.20
4933,27-02-2015,domestic eggs,1.40
3082,22-05-2015,bottled water,3.73
1422,01-01-2015,salty snack,1.80
3139,26-02-2015,abrasive cleaner,1.76
2200,08-03-2015,sugar,1.95
4670,31-08-2015,newspapers,4.71
2053,21-09-2015,rolls/buns,1.00
4847,03-02-2015,margarine,1.30
1185,24-08-2015,chocolate,1.80
4656,25-12-2015,newspapers,4.71
2741,11-09-2015,canned vegetables,3.63
2654,17-08-2015,coffee,1.62
2010,19-12-2015,waffles,2.24
1500,26-09-2014,pasta,3.12
3855,15-07-2014,specialty bar,3.47
2037,05-05-2014,napkins,1.50
4907,01-02-2014,bottled beer,3.07
2055,14-12-2014,newspapers,4.71
1133,21-03-2014,shopping bags,0.50
3099,16-12-2014,cream cheese,1.70 
4261,13-06-2014,rolls/buns,1.00
2276,25-07-2014,fruit/vegetable juice,2.00
2584,02-04-2014,bottled beer,3.07
1544,01-05-2014,shopping bags,0.50
4416,03-09-2014,butter,1.88
3727,02-05-2014,beverages,3.40
1059,14-06-2014,cling film/bags,4.81
1999,30-04-2014,cream cheese,1.70 
2584,19-06-2014,flower (seeds),1.70
3528,07-09-2014,salty snack,1.80
3782,25-04-2014,rolls/buns,1.00
4453,20-03-2014,napkins,1.50
1881,15-02-2014,frozen dessert,2.61
4122,20-10-2014,bottled water,3.73
4874,21-02-2014,bottled water,3.73
1410,07-02-2014,soups,4.76
3357,19-05-2014,hygiene articles,1.15
1554,27-10-2014,brown bread,2.45
1652,05-05-2014,semi-finished bread,1.12
4251,01-07-2014,rolls/buns,1.00
4316,03-05-2014,soda,1.99
1491,04-08-2014,pickled vegetables,1.99
1522,11-10-2014,napkins,1.50
1927,20-06-2014,flour,2.91
3668,24-10-2014,rolls/buns,1.00
4385,05-08-2014,abrasive cleaner,1.76
3005,26-11-2014,margarine,1.30
2132,24-01-2014,chocolate,1.80
2484,16-07-2014,waffles,2.24
2264,22-07-2014,dish cleaner,1.54
3045,16-08-2014,chewing gum,0.74
4297,30-05-2014,brown bread,2.45
1050,30-05-2014,cat food,3.99
3718,07-07-2014,hygiene articles,1.15
1423,13-10-2014,syrup,3.09
1071,26-09-2014,fruit/vegetable juice,2.00
1399,05-04-2014,softener,2.98
2892,19-08-2014,coffee,1.62
2396,19-08-2014,margarine,1.30
3663,02-01-2014,roll products ,4.42
4139,25-03-2014,bottled water,3.73
4044,08-07-2014,semi-finished bread,1.12
3639,20-01-2014,hygiene articles,1.15
1753,03-10-2014,sliced cheese,3.69
1835,08-07-2014,rice,1.66
1783,14-02-2014,misc. beverages,3.47
3863,01-09-2014,shopping bags,0.50
1229,03-09-2014,frozen potato products,3.36
2470,01-05-2014,red/blush wine,8.00
1828,06-01-2014,rolls/buns,1.00
3360,12-04-2014,candles,3.52
4690,06-03-2014,sliced cheese,3.69
4814,08-01-2014,hygiene articles,1.15
3099,10-02-2014,frozen dessert,2.61
3961,23-06-2014,bottled water,3.73
1948,02-11-2014,pastry,4.81
4414,15-10-2014,bottled water,3.73
2906,13-11-2014,bottled beer,3.07
2017,07-10-2014,seasonal products,1.87
2086,18-06-2014,detergent,4.13
3082,10-11-2014,pickled vegetables,1.99
4574,01-05-2014,bottled water,3.73
3696,05-04-2014,frozen vegetables,3.90
1653,23-04-2014,flour,2.91
2930,03-04-2014,coffee,1.62
3602,07-10-2014,margarine,1.30
1103,28-07-2014,tea,4.17
3223,06-08-2014,liquor,1.80
4788,09-09-2014,shopping bags,0.50
3358,22-10-2014,chocolate,1.80
4133,02-02-2014,soda,1.99
4160,10-07-2014,dish cleaner,1.54
2080,23-07-2014,long life bakery product,1.50
1877,22-06-2014,waffles,2.24
2243,01-10-2014,candles,3.52
2738,16-01-2014,sugar,1.95
3869,12-08-2014,chocolate,1.80
2924,26-05-2014,shopping bags,0.50
4613,04-10-2014,newspapers,4.71
3421,18-10-2014,organic products,4.04
4764,28-08-2014,whipped/sour cream,1.49
4800,27-10-2014,cat food,3.99
1288,20-08-2014,napkins,1.50
2194,06-06-2014,soda,1.99
2072,12-08-2014,yogurt,1.80
2950,03-02-2014,long life bakery product,1.50
1681,06-07-2014,bottled water,3.73
3957,20-07-2014,bottled water,3.73
1004,13-10-2014,rolls/buns,1.00
4048,12-04-2014,rolls/buns,1.00
2309,17-04-2014,newspapers,4.71
3238,06-02-2014,newspapers,4.71
3613,20-10-2014,flour,2.91
1716,11-08-2014,bottled water,3.73
3669,25-06-2014,shopping bags,0.50
4806,13-09-2014,domestic eggs,1.40
1434,13-11-2014,candles,3.52
3977,01-02-2014,frozen meals,2.18
4086,14-01-2014,napkins,1.50
3357,22-06-2014,mustard,4.36
2159,08-10-2014,sugar,1.95
2984,25-09-2014,fruit/vegetable juice,2.00
1351,15-01-2014,coffee,1.62
1359,29-05-2014,newspapers,4.71
3636,10-08-2014,sliced cheese,3.69
3783,11-04-2014,ready soups,1.09
2807,02-06-2014,rolls/buns,1.00
3960,15-02-2014,rolls/buns,1.00
4233,23-06-2014,whole milk,1.20
3683,05-10-2014,hard cheese,3.71
4838,07-09-2014,yogurt,1.80
2779,21-01-2014,abrasive cleaner,1.76
4297,02-03-2014,shopping bags,0.50
1258,09-08-2014,whipped/sour cream,1.49
2755,25-11-2014,chocolate,1.80
2340,17-01-2014,red/blush wine,8.00
1690,09-05-2014,curd cheese,3.55
2592,08-09-2014,shopping bags,0.50
2952,12-01-2014,newspapers,4.71
3246,25-12-2014,pastry,4.81
1900,15-03-2014,long life bakery product,1.50
3414,22-05-2014,napkins,1.50
1153,10-08-2014,ready soups,1.09
1751,04-09-2014,oil,3.38
2499,01-11-2014,shopping bags,0.50
2355,19-02-2014,pot plants,5.00
3660,21-09-2014,yogurt,1.80
2760,20-06-2014,pot plants,5.00
1028,24-04-2014,bottled water,3.73
4657,03-04-2014,soda,1.99
1569,09-03-2014,fruit/vegetable juice,2.00
3737,06-07-2014,brown bread,2.45
3462,01-10-2014,bottled beer,3.07
2921,18-11-2014,cream cheese,1.70 
1111,03-03-2014,UHT-milk,2.50
1261,06-10-2014,flower (seeds),1.70
1572,31-03-2014,white bread,1.90
1811,02-06-2014,pastry,4.81
3287,12-11-2014,cleaner,1.48
1020,19-07-2014,yogurt,1.80
2374,16-09-2014,artif. sweetener,3.80
2252,10-03-2014,seasonal products,1.87
3289,21-03-2014,fruit/vegetable juice,2.00
1312,12-11-2014,soft cheese,2.00
1045,12-01-2014,yogurt,1.80
1275,18-01-2014,butter milk,2.66
4241,02-10-2014,pot plants,5.00
1116,22-06-2014,soda,1.99
1356,17-08-2014,shopping bags,0.50
2354,06-01-2014,white bread,1.90
4045,30-07-2014,whipped/sour cream,1.49
3189,16-04-2014,dental care,3.75
3515,31-05-2014,canned beer,2.50
1169,25-01-2014,white bread,1.90
2299,04-08-2014,yogurt,1.80
3539,07-11-2014,pastry,4.81
2389,06-06-2014,UHT-milk,2.50
1487,02-11-2014,fruit/vegetable juice,2.00
4698,20-01-2014,white bread,1.90
3335,05-09-2014,long life bakery product,1.50
1065,14-01-2014,rum,9.50
4763,27-02-2014,pickled vegetables,1.99
2879,27-06-2014,artif. sweetener,3.80
1451,28-08-2014,processed cheese,1.71
1947,07-01-2014,white bread,1.90
4364,13-04-2014,coffee,1.62
4477,14-10-2014,dessert,3.96
1150,06-09-2014,bottled water,3.73
2873,23-05-2014,newspapers,4.71
3040,11-10-2014,white bread,1.90
4862,08-06-2014,Instant food products,2.45
2795,27-06-2014,fruit/vegetable juice,2.00
2254,30-01-2014,napkins,1.50
2066,29-12-2014,pastry,4.81
3180,09-11-2014,margarine,1.30
1205,12-08-2014,curd,1.24
4040,14-11-2014,chocolate,1.80
4760,16-10-2014,bottled water,3.73
2357,05-06-2014,whipped/sour cream,1.49
1507,24-05-2014,fruit/vegetable juice,2.00
1870,10-06-2014,rolls/buns,1.00
3900,05-08-2014,pudding powder,1.99
3627,06-07-2014,brandy,5.89
2098,02-08-2014,canned beer,2.50
2242,27-04-2014,liquor (appetizer),4.54
3444,07-01-2014,rice,1.66
2437,24-06-2014,fruit/vegetable juice,2.00
2267,10-06-2014,hygiene articles,1.15
3930,31-05-2014,pastry,4.81
1964,18-03-2014,hard cheese,3.71
4362,14-01-2014,fruit/vegetable juice,2.00
2339,20-05-2014,baking powder,3.32
1663,24-02-2014,rolls/buns,1.00
2384,14-01-2014,tropical fruit,1.50
3013,19-04-2014,pastry,4.81
3765,01-04-2014,bottled beer,3.07
1446,07-05-2014,curd,1.24
2135,15-02-2014,salty snack,1.80
4872,01-06-2014,soda,1.99
4817,14-05-2014,salty snack,1.80
2571,07-07-2014,yogurt,1.80
4338,07-07-2014,frozen dessert,2.61
2760,01-04-2014,long life bakery product,1.50
4564,11-10-2014,yogurt,1.80
1862,21-05-2014,cookware,3.12
4155,10-09-2014,Instant food products,2.45
2965,04-01-2014,cat food,3.99
4854,12-01-2014,sugar,1.95
3349,18-01-2014,other vegetables,2.50
3416,05-04-2014,canned vegetables,3.63
1466,23-08-2014,bottled water,3.73
1032,23-09-2014,shopping bags,0.50
4489,24-05-2014,white bread,1.90
3862,14-03-2014,dental care,3.75
1181,13-07-2014,dishes,6.99
4772,08-06-2014,whipped/sour cream,1.49
3612,31-05-2014,flour,2.91
3266,07-10-2014,salty snack,1.80
4969,07-01-2014,baking powder,3.32
1035,15-08-2014,salt,2.98
2917,22-04-2014,hygiene articles,1.15
2861,25-10-2014,domestic eggs,1.40
3247,09-08-2014,rolls/buns,1.00
3913,06-05-2014,shopping bags,0.50
3877,20-06-2014,frozen dessert,2.61
1129,14-11-2014,brown bread,2.45
2605,02-06-2014,white bread,1.90
2308,10-09-2014,bottled beer,3.07
1412,20-06-2014,domestic eggs,1.40
3743,06-01-2014,domestic eggs,1.40
2937,06-10-2014,white bread,1.90
1932,06-07-2014,oil,3.38
3857,03-04-2014,butter,1.88
3810,21-07-2014,soft cheese,2.00
1241,14-08-2014,long life bakery product,1.50
1607,12-10-2014,rolls/buns,1.00
3854,26-06-2014,soda,1.99
4509,30-07-2014,shopping bags,0.50
2654,08-08-2014,sweet spreads,1.18
2511,04-10-2014,bottled water,3.73
4337,27-04-2014,specialty bar,3.47
2993,08-07-2014,specialty chocolate,4.80
3138,28-12-2014,napkins,1.50
3518,08-02-2014,domestic eggs,1.40
1057,06-01-2014,soda,1.99
2125,02-04-2014,oil,3.38
4137,23-07-2014,frozen vegetables,3.90
4761,24-11-2014,baking powder,3.32
1162,28-03-2014,fruit/vegetable juice,2.00
1761,26-02-2014,newspapers,4.71
3507,20-07-2014,margarine,1.30
3104,06-02-2014,rolls/buns,1.00
2070,27-04-2014,napkins,1.50
4266,19-02-2014,coffee,1.62
4187,04-05-2014,snack products,4.61
3297,29-05-2014,cat food,3.99
2618,05-01-2014,bottled water,3.73
3895,02-06-2014,margarine,1.30
4657,21-09-2014,flour,2.91
2042,17-04-2014,pasta,3.12
1342,03-04-2014,soda,1.99
2784,26-05-2014,house keeping products,2.32
4110,25-01-2014,brown bread,2.45
2908,27-04-2014,rolls/buns,1.00
3489,26-08-2014,coffee,1.62
1335,03-01-2014,oil,3.38
2718,07-02-2014,soups,4.76
1153,28-03-2014,dish cleaner,1.54
4165,03-04-2014,roll products ,4.42
3769,31-01-2014,white bread,1.90
1733,27-02-2014,newspapers,4.71
2290,23-12-2014,fruit/vegetable juice,2.00
2669,24-03-2014,pastry,4.81
1852,04-03-2014,Instant food products,2.45
4515,06-03-2014,white bread,1.90
4875,15-04-2014,salt,2.98
3437,31-10-2014,bottled beer,3.07
1494,16-05-2014,yogurt,1.80
4505,30-12-2014,chocolate,1.80
2440,10-11-2014,pastry,4.81
2603,28-06-2014,shopping bags,0.50
4629,23-11-2014,yogurt,1.80
3382,01-04-2014,pastry,4.81
4509,06-06-2014,fruit/vegetable juice,2.00
1510,13-10-2014,whole milk,1.20
2470,12-12-2014,bottled water,3.73
4487,08-04-2014,cat food,3.99
4574,22-11-2014,specialty fat,4.72
4005,13-05-2014,vinegar,3.61
1379,11-06-2014,female sanitary products,4.41
3830,12-10-2014,pastry,4.81
4812,09-06-2014,candy,1.94
3956,01-01-2014,chocolate,1.80
4234,01-10-2014,napkins,1.50
3180,30-07-2014,sugar,1.95
3300,31-07-2014,cat food,3.99
4287,20-07-2014,canned vegetables,3.63
1628,10-02-2014,softener,2.98
2033,05-04-2014,pot plants,5.00
2517,17-04-2014,cream cheese,1.70 
2430,28-01-2014,pastry,4.81
3108,25-03-2014,bottled beer,3.07
4574,18-04-2014,instant coffee,1.38
2851,05-05-2014,salad dressing,2.00
4719,12-02-2014,fruit/vegetable juice,2.00
1128,27-03-2014,frozen vegetables,3.90
1571,17-11-2014,onions,1.84
1810,30-04-2014,curd,1.24
3062,09-07-2014,bottled water,3.73
4681,13-01-2014,bottled water,3.73
4671,13-08-2014,canned fish,2.50
4533,13-04-2014,cereals,2.69
2579,12-12-2014,yogurt,1.80
3493,09-02-2014,canned beer,2.50
1450,04-02-2014,cling film/bags,4.81
1961,06-04-2014,other vegetables,2.50
4302,07-10-2014,chocolate,1.80
3950,22-01-2014,white bread,1.90
2718,09-02-2014,white bread,1.90
1870,01-02-2014,napkins,1.50
3855,07-05-2014,vinegar,3.61
4107,03-06-2014,soda,1.99
3476,05-07-2014,fruit/vegetable juice,2.00
4721,01-05-2014,semi-finished bread,1.12
3208,20-09-2014,fruit/vegetable juice,2.00
4349,11-08-2014,pickled vegetables,1.99
1378,10-12-2014,soft cheese,2.00
4929,27-06-2014,frozen vegetables,3.90
3186,24-04-2014,long life bakery product,1.50
1482,24-09-2014,shopping bags,0.50
1145,13-09-2014,soda,1.99
2777,14-09-2014,soda,1.99
1232,08-08-2014,canned beer,2.50
2825,21-04-2014,curd cheese,3.55
3785,13-02-2014,cream cheese,1.70 
3000,22-08-2014,cat food,3.99
1980,17-07-2014,chocolate,1.80 marshmallow
2154,24-09-2014,chocolate,1.80
1242,16-12-2014,chocolate,1.80
1824,28-11-2014,soda,1.99
2774,28-06-2014,domestic eggs,1.40
2366,11-10-2014,dish cleaner,1.54
1987,26-12-2014,long life bakery product,1.50
2306,07-05-2014,fruit/vegetable juice,2.00
4979,28-02-2014,newspapers,4.71
4543,29-06-2014,long life bakery product,1.50
4021,23-04-2014,napkins,1.50
4623,19-11-2014,shopping bags,0.50
4547,07-09-2014,newspapers,4.71
2729,22-08-2014,cleaner,1.48
4471,13-04-2014,mustard,4.36
1625,24-12-2014,jam,2.79
2787,30-09-2014,sugar,1.95
4541,06-07-2014,cream cheese,1.70 
3529,26-02-2014,bottled water,3.73
2984,22-04-2014,pastry,4.81
1685,18-10-2014,waffles,2.24
4520,23-03-2014,bottled water,3.73
2355,15-01-2014,yogurt,1.80
3883,05-03-2014,sweet spreads,1.18
4922,12-07-2014,whole milk,1.20
3423,16-07-2014,chocolate,1.80
1129,21-12-2014,specialty chocolate,4.80
4018,21-02-2014,newspapers,4.71
3189,01-07-2014,fruit/vegetable juice,2.00
1235,01-11-2014,soda,1.99
2262,06-10-2014,newspapers,4.71
4100,23-04-2014,dental care,3.75
1553,05-09-2014,domestic eggs,1.40
3628,01-08-2014,female sanitary products,4.41
2280,11-12-2014,soda,1.99
4236,13-05-2014,skin care,2.09
1358,15-12-2014,newspapers,4.71
4638,11-10-2014,photo/film,4.32
1343,27-11-2014,white bread,1.90
3612,16-02-2014,seasonal products,1.87
4596,19-02-2014,white wine,3.33
2399,26-03-2014,bottled water,3.73
3300,10-07-2014,domestic eggs,1.40
3502,14-02-2014,soda,1.99
1127,06-02-2014,roll products ,4.42
1296,19-05-2014,flower (seeds),1.70
3739,12-01-2014,salty snack,1.80
4661,15-02-2014,soda,1.99
3287,23-04-2014,pastry,4.81
4746,02-01-2014,newspapers,4.71
4282,20-06-2014,hair spray,1.15
3757,07-04-2014,mayonnaise,2.64
3279,09-10-2014,shopping bags,0.50
3387,22-09-2014,fruit/vegetable juice,2.00
2553,26-12-2014,rolls/buns,1.00
3697,11-02-2014,dessert,3.96
1819,22-12-2014,fruit/vegetable juice,2.00
2607,25-01-2014,misc. beverages,3.47
2615,29-05-2014,rolls/buns,1.00
1196,15-08-2014,newspapers,4.71
2926,16-06-2014,specialty bar,3.47
2294,08-01-2014,bottled beer,3.07
4967,22-04-2014,coffee,1.62
1284,01-09-2014,soups,4.76
2089,03-05-2014,margarine,1.30
1284,26-06-2014,rolls/buns,1.00
1246,03-03-2014,yogurt,1.80
3038,18-04-2014,baking powder,3.32
2910,28-03-2014,canned fish,2.50
3957,01-09-2014,newspapers,4.71
4493,16-03-2014,canned beer,2.50
1972,02-05-2014,whipped/sour cream,1.49
2492,10-03-2014,candles,3.52
2943,11-09-2014,canned beer,2.50
2686,20-12-2014,pastry,4.81
3968,05-11-2014,frozen vegetables,3.90
1955,03-06-2014,napkins,1.50
2665,11-10-2014,specialty chocolate,4.80
3850,27-03-2014,coffee,1.62
2973,31-10-2014,sliced cheese,3.69
3264,27-06-2014,spread cheese,4.41
1591,15-01-2014,bottled beer,3.07
1747,07-09-2014,rolls/buns,1.00
1255,26-09-2014,red/blush wine,8.00
4683,17-09-2014,specialty chocolate,4.80
1102,13-04-2014,white wine,3.33
4618,18-11-2014,pickled vegetables,1.99
2508,28-05-2014,dessert,3.96
4165,03-04-2014,newspapers,4.71
2168,06-10-2014,butter,1.88
2929,22-10-2014,pastry,4.81
1316,17-01-2014,whipped/sour cream,1.49
3991,03-07-2014,margarine,1.30
2142,27-08-2014,Instant food products,2.45
4671,22-10-2014,domestic eggs,1.40
1051,26-12-2014,shopping bags,0.50
1410,24-06-2014,shopping bags,0.50
3752,25-11-2014,shopping bags,0.50
1054,16-01-2014,fruit/vegetable juice,2.00
2591,01-09-2014,beverages,3.40
2454,22-07-2014,yogurt,1.80
2510,20-04-2014,frozen fruits,3.94
1946,29-04-2014,shopping bags,0.50
4069,04-08-2014,brown bread,2.45
2778,09-05-2014,bottled beer,3.07
1175,20-09-2014,oil,3.38
4292,19-01-2014,pot plants,5.00
3776,16-03-2014,chewing gum,0.74
2573,08-05-2014,rolls/buns,1.00
2510,23-06-2014,long life bakery product,1.50
1003,19-01-2014,dental care,3.75
4699,21-07-2014,cat food,3.99
3189,28-10-2014,kitchen towels,2.27
4406,06-04-2014,dessert,3.96
2325,20-01-2014,long life bakery product,1.50
4069,10-08-2014,Instant food products,2.45
1726,15-05-2014,detergent,4.13
3026,10-06-2014,ice cream,4.55
4015,02-05-2014,shopping bags,0.50
3260,30-12-2014,waffles,2.24
3890,21-12-2014,frozen potato products,3.36
2237,10-10-2014,margarine,1.30
2641,20-07-2014,butter,1.88
2581,02-08-2014,curd,1.24
2030,06-09-2014,newspapers,4.71
2024,21-07-2014,yogurt,1.80
1729,19-04-2014,pastry,4.81
2331,08-04-2014,sugar,1.95
1890,12-09-2014,rice,1.66
4579,10-05-2014,waffles,2.24
3140,03-08-2014,butter,1.88
4492,24-04-2014,chocolate,1.80
3537,26-03-2014,bottled water,3.73
3581,23-10-2014,sugar,1.95
4924,19-01-2014,cereals,2.69
2589,11-04-2014,cookware,3.12
3302,22-06-2014,napkins,1.50
4566,13-04-2014,hard cheese,3.71
2758,30-01-2014,dishes,6.99
4790,07-09-2014,frozen vegetables,3.90
4178,18-12-2014,white bread,1.90
2051,01-05-2014,cream cheese,1.70 
1647,20-11-2014,flour,2.91
2778,15-05-2014,shopping bags,0.50
1651,23-03-2014,domestic eggs,1.40
3760,11-09-2014,shopping bags,0.50
4511,15-09-2014,rice,1.66
4674,31-05-2014,whole milk,1.20
3684,20-07-2014,fruit/vegetable juice,2.00
3094,26-06-2014,bottled water,3.73
2726,02-08-2014,soft cheese,2.00
4897,25-11-2014,canned fish,2.50
3408,07-04-2014,waffles,2.24
4294,03-03-2014,coffee,1.62
4404,29-04-2014,cream cheese,1.70 
3692,01-02-2014,misc. beverages,3.47
2370,27-07-2014,soda,1.99
2137,25-04-2014,napkins,1.50
4272,22-07-2014,pickled vegetables,1.99
3042,11-07-2014,oil,3.38
2974,02-09-2014,waffles,2.24
1967,03-11-2014,dental care,3.75
1208,03-08-2014,bottled water,3.73
2436,27-11-2014,bottled water,3.73
3379,10-12-2014,butter milk,2.66
3148,25-10-2014,chocolate,1.80
2831,25-05-2014,margarine,1.30
1796,06-08-2014,coffee,1.62
4729,27-12-2014,fruit/vegetable juice,2.00
3308,05-11-2014,light bulbs,4.73
3848,04-01-2014,brown bread,2.45
1641,09-02-2014,pastry,4.81
1279,28-04-2014,sliced cheese,3.69
3495,03-09-2014,hygiene articles,1.15
4484,23-04-2014,bottled water,3.73
4578,13-08-2014,pot plants,5.00
1027,22-09-2014,bottled water,3.73
2388,28-08-2014,chewing gum,0.74
4762,08-07-2014,newspapers,4.71
4687,13-06-2014,processed cheese,1.71
1965,02-01-2014,yogurt,1.80
3246,04-10-2014,yogurt,1.80
2541,14-01-2014,specialty bar,3.47
4363,24-12-2014,frozen vegetables,3.90
4143,07-03-2014,salt,2.98
2038,04-02-2014,soda,1.99
1865,06-06-2014,brown bread,2.45
1003,27-02-2014,rolls/buns,1.00
3358,09-09-2014,pudding powder,1.99
4782,30-10-2014,pickled vegetables,1.99
4952,15-07-2014,curd,1.24
4042,26-07-2014,canned beer,2.50
2907,02-09-2014,domestic eggs,1.40
4693,29-03-2014,shopping bags,0.50
1980,12-09-2014,frozen vegetables,3.90
4217,27-07-2014,sweet spreads,1.18
4106,21-09-2014,pastry,4.81
4137,12-09-2014,curd,1.24
2862,02-06-2014,shopping bags,0.50
4115,07-05-2014,coffee,1.62
3394,22-11-2014,shopping bags,0.50
2729,22-05-2014,spices,4.66
1949,18-10-2014,napkins,1.50
4832,28-08-2014,bottled beer,3.07
1276,07-06-2014,house keeping products,2.32
3584,20-07-2014,white bread,1.90
2958,17-12-2014,chocolate,1.80
4061,04-07-2014,frozen potato products,3.36
3568,13-08-2014,soda,1.99
1680,15-05-2014,dog food,3.70
1588,19-07-2014,processed cheese,1.71
2923,02-11-2014,specialty bar,3.47
4751,02-03-2014,candy,1.94
1633,05-07-2014,shopping bags,0.50
2235,13-10-2014,canned beer,2.50
1466,09-04-2014,waffles,2.24
3520,12-05-2014,pudding powder,1.99
3090,07-06-2014,shopping bags,0.50
2341,22-12-2014,shopping bags,0.50
2140,06-10-2014,bottled beer,3.07
1017,14-10-2014,pet care,4.03
2177,19-08-2014,coffee,1.62
3129,02-06-2014,dessert,3.96
4299,21-10-2014,rolls/buns,1.00
1294,24-06-2014,dishes,6.99
2851,16-01-2014,misc. beverages,3.47
3948,08-04-2014,toilet cleaner,4.15
2047,28-04-2014,semi-finished bread,1.12
1910,26-02-2014,chocolate,1.80
2834,01-08-2014,shopping bags,0.50
1561,15-05-2014,coffee,1.62
1552,09-01-2014,baby cosmetics,1.52
3353,10-05-2014,yogurt,1.80
1646,17-06-2014,frozen vegetables,3.90
1554,31-01-2014,vinegar,3.61
1622,17-05-2014,shopping bags,0.50
3575,03-05-2014,photo/film,4.32
4396,20-03-2014,shopping bags,0.50
4858,14-01-2014,misc. beverages,3.47
1012,22-06-2014,brown bread,2.45
4137,21-12-2014,fruit/vegetable juice,2.00
1342,14-02-2014,white bread,1.90
2573,21-01-2014,soda,1.99
4437,13-11-2014,napkins,1.50
2175,23-05-2014,frozen fish,4.20
3879,18-08-2014,dessert,3.96
4378,05-10-2014,flour,2.91
4721,01-07-2014,specialty bar,3.47
2138,01-10-2014,whisky,1.12
4673,10-12-2014,processed cheese,1.71
1806,20-06-2014,shopping bags,0.50
2924,27-03-2014,rolls/buns,1.00
4201,21-10-2014,chewing gum,0.74
2763,31-05-2014,canned beer,2.50
3101,21-05-2014,chocolate,1.80
1235,26-05-2014,roll products ,4.42
4715,04-09-2014,pet care,4.03
4684,11-07-2014,specialty vegetables,2.50
4840,15-04-2014,canned beer,2.50
3137,29-11-2014,spread cheese,4.41
2121,22-04-2014,flower (seeds),1.70
3054,17-01-2014,waffles,2.24
3156,02-01-2014,soda,1.99
3965,21-09-2014,white bread,1.90
2011,20-01-2014,fruit/vegetable juice,2.00
2184,19-05-2014,whole milk,1.20
3777,26-02-2014,whole milk,1.20
2199,30-01-2014,rolls/buns,1.00
1983,02-10-2014,bathroom cleaner,3.09
2806,21-01-2014,long life bakery product,1.50
3657,28-07-2014,female sanitary products,4.41
1606,05-08-2014,red/blush wine,8.00
4211,22-03-2014,detergent,4.13
3822,04-09-2014,canned beer,2.50
2868,02-04-2014,salty snack,1.80
4674,15-05-2014,salty snack,1.80
1130,18-08-2014,softener,2.98
3530,18-06-2014,soda,1.99
1998,22-02-2014,waffles,2.24
1174,19-11-2014,pickled vegetables,1.99
1070,05-11-2014,newspapers,4.71
1654,10-08-2014,female sanitary products,4.41
4104,05-11-2014,curd cheese,3.55
3113,06-01-2014,cling film/bags,4.81
3911,24-03-2014,chocolate,1.80
1057,05-03-2014,pickled vegetables,1.99
1618,17-11-2014,mustard,4.36
3385,04-05-2014,pet care,4.03
3462,04-02-2014,rolls/buns,1.00
1773,18-12-2014,canned vegetables,3.63
4202,28-02-2014,long life bakery product,1.50
2258,05-03-2014,frozen meals,2.18
3474,26-11-2014,roll products ,4.42
2421,06-05-2014,UHT-milk,2.50
3722,05-07-2014,semi-finished bread,1.12
4894,23-09-2014,fruit/vegetable juice,2.00
3514,23-07-2014,frozen meals,2.18
3807,02-03-2014,fruit/vegetable juice,2.00
2660,20-03-2014,whole milk,1.20
1419,17-05-2014,pastry,4.81
2271,30-09-2014,yogurt,1.80
3188,08-05-2014,canned fish,2.50
1598,25-04-2014,rolls/buns,1.00
1337,06-08-2014,napkins,1.50
4740,10-10-2014,dog food,3.70
3275,04-12-2014,frozen potato products,3.36
2832,30-05-2014,bottled water,3.73
1609,02-07-2014,napkins,1.50
2627,17-05-2014,cat food,3.99
